,postal_code,State,City,CountyName,2016-01-31,2017,2018,2019,2020,2021
347,77007,TX,Houston,Harris County,436631.0,423435,426716,426082,428612,461418
348,85251,AZ,Scottsdale,Maricopa County,263857.0,297338,323960,345593,385018,495646
349,23452,VA,Virginia Beach,Virginia Beach City,236572.0,239928,243443,248664,265890,298630
350,75150,TX,Mesquite,Dallas County,115966.0,148976,169726,185695,193692,227611
351,30253,GA,McDonough,Henry County,157913.0,168835,181714,194236,211480,260551
352,37122,TN,Mount Juliet,Wilson County,286338.0,323176,348320,357203,367717,424898
353,30135,GA,Douglasville,Douglas County,153927.0,172097,186567,199860,215489,266830
354,73160,OK,Moore,Cleveland County,134628.0,139169,142153,147750,157381,175402
355,89031,NV,North Las Vegas,Clark County,186941.0,216211,254795,271888,283583,339846
356,93550,CA,Palmdale,Los Angeles County,209513.0,249262,276389,288838,312590,378629
357,43068,OH,Reynoldsburg,Franklin County,141501.0,158018,171918,185151,200416,234046
358,93536,CA,Lancaster,Los Angeles County,285627.0,326717,357456,366257,394782,476030
359,29681,SC,Simpsonville,Greenville County,224838.0,240275,252567,260643,271568,307301
360,60615,IL,Chicago,Cook County,209442.0,235680,244774,247535,255665,281652
361,7087,NJ,Union City,Hudson County,305257.0,343530,376628,396489,417004,442147
362,40601,KY,Frankfort,Franklin County,130995.0,140216,146264,151229,155871,178364
363,33319,FL,Lauderhill,Broward County,104167.0,117434,127449,134908,143591,165783
364,78501,TX,McAllen,Hidalgo County,107370.0,116427,120884,124157,133791,153771
365,98122,WA,Seattle,King County,584845.0,721609,808015,777049,821469,894108
366,21215,MD,Baltimore,Baltimore City,121746.0,128906,135018,142983,147899,167363
367,63123,MO,Affton,Saint Louis County,139727.0,152645,158655,165220,173803,198744
368,14580,NY,Town of Webster,Monroe County,190651.0,206733,208177,219869,232401,268415
369,92630,CA,Lake Forest,Orange County,649309.0,694569,730122,730115,763535,901128
370,66061,KS,Olathe,Johnson County,226786.0,249227,264628,272013,286488,327356
371,14221,NY,Town Of Amherst,Erie County,213104.0,233187,246776,256470,269534,314388
372,23451,VA,Virginia Beach,Virginia Beach City,405073.0,408471,418843,428424,450135,504267
373,94509,CA,Antioch,Contra Costa County,327502.0,379168,430632,456094,471418,543320
374,11225,NY,New York,Kings County,1165301.0,1225299,1247577,1291625,1277360,1318302
375,11208,NY,New York,Kings County,417464.0,482156,504441,532687,568926,608919
376,95758,CA,Elk Grove,Sacramento County,327750.0,374184,401995,412284,442468,537949
377,93306,CA,Bakersfield,Kern County,187229.0,196108,207159,217401,232529,277254
378,60641,IL,Chicago,Cook County,302546.0,337408,343146,335054,339852,368007
379,45601,OH,Chillicothe,Ross County,104466.0,112850,119099,126583,130340,148325
380,78249,TX,San Antonio,Bexar County,191604.0,208222,217687,227339,236328,274508
381,89123,NV,Las Vegas,Clark County,230191.0,258394,294213,306637,320192,379759
382,21122,MD,Pasadena,Anne Arundel County,301027.0,318049,328674,332104,345687,384811
383,89148,NV,Las Vegas,Clark County,252034.0,277467,315407,329380,340330,405132
384,93307,CA,Bakersfield,Kern County,151040.0,161879,173935,186315,200950,241116
385,77057,TX,Houston,Harris County,252530.0,251491,250669,249395,243727,260864
386,19446,PA,Lansdale,Montgomery County,292768.0,308491,319224,328535,343934,396624
387,93535,CA,Lancaster,Los Angeles County,193839.0,230219,260197,272903,295866,363216
388,78254,TX,San Antonio,Bexar County,199217.0,214592,221803,230270,239447,279634
389,94122,CA,San Francisco,San Francisco County,1229047.0,1296147,1454319,1466158,1474020,1626216
390,33467,FL,Greenacres,Palm Beach County,271243.0,297995,313085,322383,335468,395031
391,11101,NY,New York,Queens County,763073.0,817921,821426,828450,821488,807913
392,77521,TX,Baytown,Harris County,153579.0,168059,178701,186665,195057,218731
393,93274,CA,Tulare,Tulare County,182183.0,198537,213299,221389,240209,284030
394,27707,NC,Durham,Durham County,199652.0,226214,247761,265155,283403,343732
395,46143,IN,Greenwood,Johnson County,173614.0,188340,200464,211937,228162,269756
396,34293,FL,Venice,Sarasota County,224418.0,240706,248191,254094,268199,332740
397,29445,SC,Goose Creek,Berkeley County,162592.0,175665,191689,200573,210831,247435
398,98133,WA,Shoreline,King County,424793.0,535546,607697,584952,629308,726663
399,33321,FL,Tamarac,Broward County,156274.0,180352,195139,205665,216216,247902
400,75070,TX,McKinney,Collin County,297614.0,328594,336001,334513,342812,424120
401,60660,IL,Chicago,Cook County,230842.0,250380,259149,258176,263846,277630
402,28205,NC,Charlotte,Mecklenburg County,205101.0,248066,280020,291019,319081,380926
403,75002,TX,Allen,Collin County,266356.0,298943,310862,310940,319687,393835
404,60453,IL,Oak Lawn,Cook County,182125.0,200022,209972,217131,221780,252888
405,2301,MA,Brockton,Plymouth County,241077.0,282299,307488,322578,349155,408564
406,75043,TX,Garland,Dallas County,151935.0,176456,194328,205752,215253,251487
407,93257,CA,Porterville,Tulare County,164283.0,182049,199503,207111,223255,259416
408,19020,PA,Bensalem Township,Bucks County,241696.0,254534,265837,275965,292046,333839
409,37167,TN,Smyrna,Rutherford County,183267.0,217283,240600,253439,269178,317728
410,28601,NC,Hickory,Catawba County,144600.0,155337,166390,179638,190439,223113
411,99208,WA,Spokane,Spokane County,212869.0,241061,268405,294807,329330,413044
412,31088,GA,Warner Robins,Houston County,123237.0,126921,134085,141132,148667,164724
413,11204,NY,New York,Kings County,774749.0,869972,913731,925043,912653,954907
414,93230,CA,Hanford,Kings County,198537.0,221416,233116,242854,262166,303853
415,32246,FL,Jacksonville,Duval County,165021.0,185298,201919,212463,226272,268960
416,11213,NY,New York,Kings County,893811.0,946113,982779,982665,986065,1008291
417,19720,DE,New Castle,New Castle County,164061.0,180242,188371,194348,200913,226682
418,48823,MI,East Lansing,Ingham County,180525.0,201943,212657,221809,229670,253723
419,70726,LA,Denham Springs,Livingston Parish,165350.0,168680,177858,176892,184099,201158
420,21222,MD,Dundalk,Baltimore County,125822.0,133950,139946,142539,148977,171350
421,29579,SC,Forestbrook,Horry County,187044.0,195374,205970,212530,223196,266880
422,31419,GA,Savannah,Chatham County,155026.0,160453,170511,176383,185690,217305
423,19120,PA,Philadelphia,Philadelphia County,88368.0,97365,107772,119037,132143,153645
424,11219,NY,New York,Kings County,690586.0,780116,825516,827701,792932,846358
426,22204,VA,Arlington,Arlington County,485638.0,501291,514897,549260,582512,611610
427,27519,NC,Cary,Wake County,386534.0,415913,428470,439245,451893,538271
428,37040,TN,Clarksville,Montgomery County,152298.0,159965,169618,177188,194874,233201
429,27705,NC,Durham,Durham County,233819.0,261017,282610,301535,317003,380714
430,77346,TX,Atascocita,Harris County,202819.0,211740,218491,223826,230263,262657
431,93309,CA,Bakersfield,Kern County,190630.0,197109,206994,219168,236376,282020
432,85282,AZ,Tempe,Maricopa County,223720.0,246080,265655,280880,313450,394453
433,20874,MD,Germantown,Montgomery County,284734.0,292226,302321,309380,322176,355795
434,29223,SC,Columbia,Richland County,119833.0,128015,131957,138395,146794,171909
435,30909,GA,Augusta,Richmond County,143098.0,147056,162023,165858,178172,207873
436,29485,SC,Summerville,Dorchester County,192374.0,212497,225966,236705,247890,287578
437,28216,NC,Charlotte,Mecklenburg County,131996.0,158445,176508,192782,213874,262817
438,10032,NY,New York,New York County,431010.0,439783,494395,551716,491810,595188
439,94541,CA,Hayward,Alameda County,521430.0,585417,656604,654752,689133,811599
440,94538,CA,Fremont,Alameda County,781339.0,881530,1031961,997331,1014146,1218731
441,95076,CA,Watsonville,Santa Cruz County,498211.0,559378,604165,618294,643082,757900
442,36117,AL,Montgomery,Montgomery County,171761.0,173700,175720,178681,184934,204344
443,78748,TX,Austin,Travis County,269919.0,292784,305911,315419,342077,468601
444,76179,TX,Fort Worth,Tarrant County,174973.0,202036,218331,228070,237387,282822
445,90802,CA,Long Beach,Los Angeles County,316579.0,359311,391813,406839,432156,478300
446,33157,FL,Village of Palmetto Bay,Miami-Dade County,269472.0,309506,335573,350243,369660,429383
447,85383,AZ,Peoria,Maricopa County,344555.0,365667,387034,404595,439594,567755
448,78251,TX,San Antonio,Bexar County,167510.0,180932,188711,198725,206800,241828
449,60085,IL,Waukegan,Lake County,92789.0,113333,123311,132136,139801,163936
450,78758,TX,Austin,Travis County,226237.0,260984,286032,310847,349218,470018
451,94513,CA,Brentwood,Contra Costa County,556355.0,621421,667172,670979,694243,843958
452,28215,NC,Charlotte,Mecklenburg County,139065.0,165511,186698,202096,221946,274194
453,32765,FL,Oviedo,Seminole County,254964.0,287792,305421,318979,337655,387763
454,83646,ID,Meridian,Ada County,243685.0,271931,306412,339193,381936,526136
455,17331,PA,Penn Township,York County,167464.0,172940,180066,186367,193931,220444
456,60056,IL,Mount Prospect,Cook County,302558.0,319617,326676,321695,321215,347801
457,32608,FL,Gainesville,Alachua County,186325.0,205131,214212,226468,239600,266245
458,90631,CA,La Habra,Orange County,536726.0,582520,615934,621093,657731,775362
459,31907,GA,Columbus,Muscogee County,86289.0,82879,91960,96788,104994,123045
460,30263,GA,Newnan,Coweta County,156561.0,171040,183846,195236,209076,248740
461,92104,CA,San Diego,San Diego County,525637.0,575831,609928,618236,670557,800770
462,77375,TX,Tomball,Harris County,208281.0,214843,221944,228632,236999,272700
463,20852,MD,North Bethesda,Montgomery County,469542.0,477471,488359,495876,511603,551241
464,37421,TN,Chattanooga,Hamilton County,172346.0,189805,200607,213150,226940,267437
465,60637,IL,Chicago,Cook County,119976.0,140851,154330,159566,171165,200712
466,63021,MO,Ballwin,Saint Louis County,231000.0,251257,258402,266062,274650,307962
467,92647,CA,Huntington Beach,Orange County,684945.0,731698,769343,774928,817878,949692
468,37129,TN,Murfreesboro,Rutherford County,201891.0,237853,258396,269222,285510,339067
469,87124,NM,Rio Rancho,Sandoval County,165730.0,178982,189456,197585,219671,257982
471,32792,FL,Winter Park,Orange County,191857.0,226098,247608,261428,277693,323108
472,20020,DC,Washington,District of Columbia,291697.0,319831,348960,389372,406511,443930
473,33511,FL,Brandon,Hillsborough County,179682.0,205221,220245,230692,244749,301144
474,15301,PA,Washington,Washington County,156690.0,159116,160507,171285,177379,195345
475,85204,AZ,Mesa,Maricopa County,171205.0,193681,211454,226084,255362,320753
476,92154,CA,San Diego,San Diego County,388792.0,432311,459129,473304,517712,643120
477,59901,MT,Kalispell,Flathead County,259192.0,278823,301281,321661,346174,471208
478,77083,TX,Houston,Harris County,154155.0,168417,176551,185184,193448,226165
479,75211,TX,Dallas,Dallas County,112773.0,130019,150427,170883,183767,216449
480,30066,GA,Marietta,Cobb County,229890.0,253694,270268,279896,295991,351297
481,21224,MD,Baltimore,Baltimore City,175232.0,188676,192306,187846,188821,212372
482,97045,OR,Oregon City,Clackamas County,352843.0,401715,431527,442006,461131,541463
483,92618,CA,Irvine,Orange County,850635.0,887996,930015,926892,938649,1063984
484,85345,AZ,Peoria,Maricopa County,157575.0,181572,197157,211181,240917,313681
485,78741,TX,Austin,Travis County,242172.0,273012,289993,302829,334745,435742
486,92115,CA,San Diego,San Diego County,443804.0,496783,531450,544973,590541,723648
487,83301,ID,Twin Falls,Twin Falls County,164347.0,179106,194658,216641,236921,313072
488,63129,MO,Oakville,Saint Louis County,203840.0,220888,226087,233071,242456,273645
489,6516,CT,West Haven,New Haven County,173618.0,176878,185712,194650,210721,256129
490,1960,MA,Peabody,Essex County,378157.0,420009,445705,466783,495087,573507
491,95355,CA,Modesto,Stanislaus County,274306.0,310060,334555,345422,368032,437666
492,89110,NV,Las Vegas,Clark County,151111.0,175353,209475,227473,239172,286917
493,11368,NY,New York,Queens County,461170.0,540088,566536,578539,591865,583219
494,43015,OH,Delaware,Delaware County,208333.0,228280,245172,253112,268275,306475
495,37027,TN,Brentwood,Williamson County,535202.0,581856,604619,626326,662922,828810
496,85301,AZ,Glendale,Maricopa County,117175.0,136228,150467,164005,186629,242819
497,85022,AZ,Phoenix,Maricopa County,225251.0,247875,266397,278835,309627,394723
498,11203,NY,New York,Kings County,444168.0,501226,543179,576034,612970,647326
499,55124,MN,Apple Valley,Dakota County,233678.0,255913,272520,285692,302645,341951
500,94587,CA,Union City,Alameda County,723642.0,811687,940115,928789,953433,1192068
501,60608,IL,Chicago,Cook County,250204.0,278355,296381,299084,304099,326923
502,78664,TX,Round Rock,Williamson County,204516.0,228611,241754,256951,262977,372327
503,33578,FL,Riverview,Hillsborough County,177623.0,197687,210718,219613,231246,284367
504,33458,FL,Jupiter,Palm Beach County,321642.0,346404,364274,374404,390314,464254
505,74133,OK,Tulsa,Tulsa County,180797.0,190915,193873,195972,207568,234833
506,95670,CA,Rancho Cordova,Sacramento County,279184.0,318037,344063,354579,382698,457087
507,11220,NY,New York,Kings County,652145.0,736502,756778,768415,766395,761157
508,21061,MD,Glen Burnie,Anne Arundel County,236584.0,250677,259603,265095,278345,315138
509,19104,PA,Philadelphia,Philadelphia County,126884.0,134960,160127,171622,189666,212590
510,92646,CA,Huntington Beach,Orange County,773829.0,828395,875166,887695,938173,1104711
511,10031,NY,New York,New York County,665854.0,671967,717397,669186,605332,630511
512,42701,KY,Elizabethtown,Hardin County,141165.0,156149,161608,170113,182163,209926
513,11216,NY,New York,Kings County,1011511.0,1055373,1126179,1114995,1122502,1151366
514,98632,WA,Longview,Cowlitz County,177784.0,211016,237274,262689,288772,335014
515,28227,NC,Mint Hill,Mecklenburg County,167593.0,194474,214749,228630,247140,299757
516,23322,VA,Chesapeake,Chesapeake City,329059.0,345865,350250,361913,376764,423780
517,79924,TX,El Paso,El Paso County,94985.0,102423,103296,110586,118358,140203
518,92620,CA,Irvine,Orange County,887409.0,938196,984079,984576,1002096,1156168
519,38305,TN,Jackson,Madison County,133768.0,138890,148577,153386,166828,200090
520,78753,TX,Austin,Travis County,213318.0,245674,258457,273888,303884,412885
521,70072,LA,Marrero,Jefferson Parish,137218.0,149221,155861,160748,170921,192904
522,96706,HI,Ewa Beach,Honolulu County,554193.0,614213,646704,649268,658352,762683
523,32825,FL,Orlando,Orange County,192440.0,218957,239121,251756,266879,310322
524,97401,OR,Eugene,Lane County,283724.0,316660,344226,363349,392665,463541
525,19067,PA,Lower Makefield Township,Bucks County,353650.0,368291,382147,392742,409381,466894
526,75098,TX,Wylie,Collin County,235552.0,270865,283852,287884,297188,363195
527,19134,PA,Philadelphia,Philadelphia County,63984.0,68689,79044,87165,97621,112665
528,60148,IL,Lombard,DuPage County,229897.0,248326,256638,259822,268484,294602
529,73013,OK,Edmond,Oklahoma County,210016.0,216083,217860,222504,233051,260278
530,30101,GA,Acworth,Cobb County,223361.0,244208,260954,273732,289931,348870
531,89074,NV,Henderson,Clark County,244103.0,272038,308206,321053,334707,398896
532,30058,GA,Lithonia,Dekalb County,108269.0,122119,139267,151908,168426,204697
533,32303,FL,Tallahassee,Leon County,121625.0,133227,142489,149449,157234,182764
534,95014,CA,Cupertino,Santa Clara County,1921135.0,2073252,2438299,2233779,2300502,2643705
535,33414,FL,Wellington,Palm Beach County,340683.0,366395,383317,388644,403796,483306
536,98208,WA,Everett,Snohomish County,353862.0,418907,463983,476813,516936,650861
537,53704,WI,Madison,Dane County,185344.0,207963,222082,234578,249689,282214
538,28655,NC,Morganton,Burke County,136541.0,148292,157610,166689,163288,186529
539,92376,CA,Rialto,San Bernardino County,274813.0,308582,336759,351143,379446,459511
540,43229,OH,Columbus,Franklin County,120446.0,141660,152937,168271,185380,218761
541,95112,CA,San Jose,Santa Clara County,681984.0,771579,939470,896188,922834,1012658
542,78253,TX,San Antonio,Bexar County,235971.0,248179,254767,262949,270942,313949
543,85008,AZ,Phoenix,Maricopa County,151126.0,181521,204434,222686,253106,324601
544,14094,NY,North Tonawanda,Niagara County,122666.0,134934,144111,156142,167019,193658
545,28210,NC,Charlotte,Mecklenburg County,267274.0,307380,329008,342009,367890,433633
546,45013,OH,Hamilton,Butler County,127721.0,138088,147207,158288,169708,194286
